Timestamp,RunIndex,ScenarioID,TotalAgents,VisibleSignCount,SignHeight,SignPositionX,SignPositionZ,SignOrientation,VcaAngle,VcaDistance,SignComprehensionTime,AgentID,AgentType,StartNode,GoalNode,Height,EyeHeight,TimeInVCA,TimesInVCA,SawSign,TotalNodesNavigated,NodesWithDetection,RDEffective
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5503,WheelchairAgent(Clone),8,10,1.3,1.17,9.145569,1,False,2,0,0
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5504,WheelchairAgent(Clone),8,10,1.3,1.17,8.094543,2,False,2,0,0
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5505,WheelchairAgent(Clone),11,9,1.3,1.17,0.1366577,2,False,2,0,0
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5506,WheelchairAgent(Clone),10,8,1.3,1.17,10.49689,1,False,2,0,0
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5507,WheelchairAgent(Clone),10,8,1.3,1.17,8.376648,1,False,2,0,0
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5508,AdultMaleAgent(Clone),9,11,1.71,1.58,3.291992,1,False,2,0,0
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5509,AdultFemaleAgent(Clone),8,10,1.58,1.450001,8.610535,1,False,2,0,0
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5510,AdultMaleAgent(Clone),9,11,1.71,1.58,1.607239,1,False,2,0,0
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5511,AdultMaleAgent(Clone),8,10,1.71,1.58,8.800049,2,False,2,0,0
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5512,WheelchairAgent(Clone),11,9,1.3,1.17,2.058167,1,False,2,0,0
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5513,WheelchairAgent(Clone),9,11,1.3,1.17,2.075806,1,False,2,0,0
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5514,AdultMaleAgent(Clone),11,9,1.71,1.58,0,0,False,2,0,0
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5515,AdultFemaleAgent(Clone),9,11,1.58,1.450001,4.692932,1,False,2,0,0
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5516,AdultMaleAgent(Clone),9,11,1.71,1.58,0.3712158,1,False,2,0,0
2026-03-04_21.24.44,27,Batch_sim_scenario,214,0,3,-7,-4,0,90,15,1,5517,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
