Timestamp,RunIndex,ScenarioID,TotalAgents,VisibleSignCount,SignHeight,SignPositionX,SignPositionZ,VcaAngle,VcaDistance,SignComprehensionTime,GlobalFPS,LCP_ms,UIC_Alpha,AgentID,AgentType,StartNode,GoalNode,Height,EyeHeight,TimeInVCA,TimesInVCA,SawSign,TotalNodesNavigated,NodesWithDetection,RDEffective
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,910,AdultFemaleAgent(Clone),11,9,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,911,WheelchairAgent(Clone),10,8,1.3,1.17,5.279938,1,True,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,912,AdultFemaleAgent(Clone),8,10,1.58,1.450001,0,0,True,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,913,AdultFemaleAgent(Clone),8,10,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,914,AdultFemaleAgent(Clone),11,9,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,915,AdultMaleAgent(Clone),10,8,1.71,1.58,5.279953,1,True,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,916,AdultMaleAgent(Clone),9,11,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,917,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,918,AdultFemaleAgent(Clone),10,8,1.58,1.450001,6.946609,1,True,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,919,WheelchairAgent(Clone),9,11,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,920,WheelchairAgent(Clone),10,8,1.3,1.17,6.946609,1,True,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,921,AdultFemaleAgent(Clone),9,11,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,922,AdultMaleAgent(Clone),11,9,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,923,AdultFemaleAgent(Clone),8,10,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,924,AdultFemaleAgent(Clone),8,10,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,925,WheelchairAgent(Clone),9,11,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,926,AdultMaleAgent(Clone),10,8,1.71,1.58,6.946609,1,True,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,927,AdultFemaleAgent(Clone),11,9,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,928,AdultFemaleAgent(Clone),10,8,1.58,1.450001,6.946625,1,False,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,929,WheelchairAgent(Clone),9,11,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,930,AdultMaleAgent(Clone),8,10,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,931,AdultFemaleAgent(Clone),10,8,1.58,1.450001,4.613281,1,False,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,932,WheelchairAgent(Clone),8,10,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,933,WheelchairAgent(Clone),9,11,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,934,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,935,AdultMaleAgent(Clone),11,9,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,936,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,937,WheelchairAgent(Clone),10,8,1.3,1.17,7.279953,1,True,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,938,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,939,AdultFemaleAgent(Clone),11,9,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,940,WheelchairAgent(Clone),10,8,1.3,1.17,5.666672,1,False,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,941,AdultFemaleAgent(Clone),11,9,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,942,AdultMaleAgent(Clone),8,10,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,943,AdultFemaleAgent(Clone),11,9,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,944,WheelchairAgent(Clone),9,11,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,945,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,946,WheelchairAgent(Clone),10,8,1.3,1.17,0,0,False,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,947,AdultMaleAgent(Clone),8,10,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,948,AdultMaleAgent(Clone),8,10,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,949,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,950,WheelchairAgent(Clone),10,8,1.3,1.17,0,0,False,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,951,AdultFemaleAgent(Clone),11,9,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,952,AdultFemaleAgent(Clone),8,10,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,953,AdultMaleAgent(Clone),9,11,1.71,1.58,0.3333435,1,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,954,WheelchairAgent(Clone),8,10,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,955,AdultFemaleAgent(Clone),9,11,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,956,AdultFemaleAgent(Clone),10,8,1.58,1.450001,0,0,False,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,957,WheelchairAgent(Clone),10,8,1.3,1.17,0,0,False,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,958,AdultMaleAgent(Clone),8,10,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,959,AdultFemaleAgent(Clone),9,11,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,960,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,961,AdultMaleAgent(Clone),8,10,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,962,AdultFemaleAgent(Clone),10,8,1.58,1.450001,0,0,False,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,963,WheelchairAgent(Clone),9,11,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,964,AdultFemaleAgent(Clone),10,8,1.58,1.450001,0,0,False,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,965,AdultFemaleAgent(Clone),11,9,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,966,AdultMaleAgent(Clone),9,11,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,967,WheelchairAgent(Clone),9,11,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,968,WheelchairAgent(Clone),10,8,1.3,1.17,0,0,False,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,969,AdultMaleAgent(Clone),8,10,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,970,AdultMaleAgent(Clone),11,9,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,971,AdultFemaleAgent(Clone),11,9,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,972,AdultMaleAgent(Clone),10,8,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,973,AdultFemaleAgent(Clone),8,10,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,974,AdultFemaleAgent(Clone),10,8,1.58,1.450001,0,0,False,2,1,0.5
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,975,AdultMaleAgent(Clone),9,11,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,976,WheelchairAgent(Clone),10,8,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,977,AdultMaleAgent(Clone),11,9,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,978,AdultFemaleAgent(Clone),9,11,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,979,WheelchairAgent(Clone),8,10,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,980,AdultMaleAgent(Clone),11,9,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,981,WheelchairAgent(Clone),10,8,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,982,WheelchairAgent(Clone),8,10,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,983,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,984,WheelchairAgent(Clone),9,11,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,985,WheelchairAgent(Clone),10,8,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,986,WheelchairAgent(Clone),8,10,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,987,WheelchairAgent(Clone),10,8,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,988,AdultMaleAgent(Clone),11,9,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,989,AdultFemaleAgent(Clone),9,11,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,990,AdultMaleAgent(Clone),9,11,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,991,WheelchairAgent(Clone),9,11,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,992,AdultFemaleAgent(Clone),10,8,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,993,AdultMaleAgent(Clone),11,9,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,994,AdultMaleAgent(Clone),8,10,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,995,AdultFemaleAgent(Clone),10,8,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,996,AdultFemaleAgent(Clone),10,8,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,997,AdultFemaleAgent(Clone),8,10,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,998,AdultMaleAgent(Clone),10,8,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,999,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1000,AdultFemaleAgent(Clone),8,10,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1001,WheelchairAgent(Clone),9,11,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1002,AdultFemaleAgent(Clone),11,9,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1003,AdultFemaleAgent(Clone),10,8,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1004,WheelchairAgent(Clone),9,11,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1005,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1006,AdultMaleAgent(Clone),11,9,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1007,WheelchairAgent(Clone),9,11,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1008,AdultMaleAgent(Clone),8,10,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1009,WheelchairAgent(Clone),10,8,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1010,AdultMaleAgent(Clone),10,8,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1011,AdultFemaleAgent(Clone),11,9,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1012,AdultFemaleAgent(Clone),9,11,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1013,AdultFemaleAgent(Clone),8,10,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1014,WheelchairAgent(Clone),10,8,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1015,AdultMaleAgent(Clone),11,9,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1016,AdultFemaleAgent(Clone),8,10,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1017,AdultMaleAgent(Clone),8,10,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1018,WheelchairAgent(Clone),9,11,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1019,AdultMaleAgent(Clone),10,8,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1020,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1021,AdultMaleAgent(Clone),8,10,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1022,AdultMaleAgent(Clone),8,10,1.71,1.58,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1023,AdultFemaleAgent(Clone),10,8,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1024,AdultFemaleAgent(Clone),8,10,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1025,AdultFemaleAgent(Clone),9,11,1.58,1.450001,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1026,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1027,WheelchairAgent(Clone),8,10,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1028,WheelchairAgent(Clone),10,8,1.3,1.17,0,0,False,2,0,0
2026-03-02_21.23.17,1,Random_sign_placement_scenario,1030,269,0.5,-10.69,8.67,90,15,1,4.974157,1.17029,1,1029,WheelchairAgent(Clone),8,10,1.3,1.17,0,0,False,2,0,0
