Timestamp,RunIndex,ScenarioID,TotalAgents,VisibleSignCount,SignHeight,SignPositionX,SignPositionZ,VcaAngle,VcaDistance,SignComprehensionTime,AgentID,AgentType,StartNode,GoalNode,Height,EyeHeight,TimeInVCA,TimesInVCA,SawSign,TotalNodesNavigated,NodesWithDetection,RDEffective
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,67,AdultMaleAgent(Clone),8,10,1.71,1.58,8.504955,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,68,AdultFemaleAgent(Clone),8,10,1.58,1.450001,8.859072,2,True,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,69,WheelchairAgent(Clone),10,8,1.3,1.17,12.17812,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,70,WheelchairAgent(Clone),10,8,1.3,1.17,9.629484,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,71,AdultMaleAgent(Clone),8,10,1.71,1.58,7.406212,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,72,AdultFemaleAgent(Clone),10,8,1.58,1.450001,8.989143,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,73,WheelchairAgent(Clone),8,10,1.3,1.17,8.942692,2,True,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,74,AdultMaleAgent(Clone),9,11,1.71,1.58,3.96701,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,75,AdultFemaleAgent(Clone),9,11,1.58,1.450001,2.277346,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,76,WheelchairAgent(Clone),10,8,1.3,1.17,9.20348,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,77,AdultFemaleAgent(Clone),10,8,1.58,1.450001,9.181416,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,78,AdultMaleAgent(Clone),8,10,1.71,1.58,9.040539,2,True,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,79,WheelchairAgent(Clone),8,10,1.3,1.17,9.317322,2,True,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,80,AdultFemaleAgent(Clone),10,8,1.58,1.450001,9.683687,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,81,AdultFemaleAgent(Clone),10,8,1.58,1.450001,12.82429,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,82,WheelchairAgent(Clone),8,10,1.3,1.17,9.397709,2,True,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,83,AdultFemaleAgent(Clone),10,8,1.58,1.450001,14.55417,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,84,AdultMaleAgent(Clone),11,9,1.71,1.58,1.629009,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,85,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,86,AdultFemaleAgent(Clone),10,8,1.58,1.450001,12.05162,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,87,AdultMaleAgent(Clone),9,11,1.71,1.58,2.050747,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,88,AdultFemaleAgent(Clone),11,9,1.58,1.450001,0.0331955,1,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,89,AdultFemaleAgent(Clone),8,10,1.58,1.450001,7.964989,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,90,WheelchairAgent(Clone),9,11,1.3,1.17,3.36095,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,91,WheelchairAgent(Clone),9,11,1.3,1.17,15.86115,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,92,AdultFemaleAgent(Clone),10,8,1.58,1.450001,11.11828,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,93,WheelchairAgent(Clone),8,10,1.3,1.17,9.293564,2,True,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,94,AdultMaleAgent(Clone),9,11,1.71,1.58,0.4126282,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,95,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,96,WheelchairAgent(Clone),9,11,1.3,1.17,0.5739174,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,97,AdultFemaleAgent(Clone),9,11,1.58,1.450001,2.110775,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,98,WheelchairAgent(Clone),9,11,1.3,1.17,2.947945,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,99,AdultMaleAgent(Clone),11,9,1.71,1.58,0,0,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,100,WheelchairAgent(Clone),11,9,1.3,1.17,1.407955,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,101,AdultMaleAgent(Clone),11,9,1.71,1.58,1.435898,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,102,AdultFemaleAgent(Clone),9,11,1.58,1.450001,2.125233,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,103,AdultFemaleAgent(Clone),9,11,1.58,1.450001,3.223858,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,104,WheelchairAgent(Clone),8,10,1.3,1.17,7.613026,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,105,WheelchairAgent(Clone),8,10,1.3,1.17,9.55909,2,True,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,106,AdultMaleAgent(Clone),10,8,1.71,1.58,9.40749,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,107,AdultFemaleAgent(Clone),11,9,1.58,1.450001,1.459755,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,108,AdultFemaleAgent(Clone),10,8,1.58,1.450001,10.14851,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,109,WheelchairAgent(Clone),9,11,1.3,1.17,86.76683,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,110,AdultMaleAgent(Clone),10,8,1.71,1.58,9.535177,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,111,AdultMaleAgent(Clone),10,8,1.71,1.58,15.85452,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,112,AdultMaleAgent(Clone),9,11,1.71,1.58,21.76454,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,113,WheelchairAgent(Clone),9,11,1.3,1.17,2.642822,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,114,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,115,WheelchairAgent(Clone),8,10,1.3,1.17,7.696556,2,True,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,116,AdultMaleAgent(Clone),9,11,1.71,1.58,0.4846725,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,117,WheelchairAgent(Clone),11,9,1.3,1.17,1.502708,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,118,WheelchairAgent(Clone),9,11,1.3,1.17,2.851028,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,119,AdultFemaleAgent(Clone),10,8,1.58,1.450001,17.55735,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,120,AdultMaleAgent(Clone),10,8,1.71,1.58,9.531078,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,121,WheelchairAgent(Clone),9,11,1.3,1.17,2.199432,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,122,AdultMaleAgent(Clone),8,10,1.71,1.58,7.789631,2,True,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,123,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,124,AdultFemaleAgent(Clone),8,10,1.58,1.450001,8.657108,2,True,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,125,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,126,AdultMaleAgent(Clone),9,11,1.71,1.58,0.3672714,1,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,127,WheelchairAgent(Clone),11,9,1.3,1.17,0,0,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,128,AdultFemaleAgent(Clone),8,10,1.58,1.450001,9.024269,2,True,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,129,AdultFemaleAgent(Clone),9,11,1.58,1.450001,2.361694,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,130,AdultFemaleAgent(Clone),10,8,1.58,1.450001,9.489632,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,131,AdultFemaleAgent(Clone),11,9,1.58,1.450001,0,0,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,132,WheelchairAgent(Clone),10,8,1.3,1.17,11.07717,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,133,AdultFemaleAgent(Clone),11,9,1.58,1.450001,1.593227,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,134,AdultFemaleAgent(Clone),11,9,1.58,1.450001,0,0,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,135,AdultFemaleAgent(Clone),10,8,1.58,1.450001,9.372478,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,136,AdultMaleAgent(Clone),10,8,1.71,1.58,9.181675,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,137,AdultMaleAgent(Clone),10,8,1.71,1.58,10.33608,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,138,AdultMaleAgent(Clone),10,8,1.71,1.58,9.696438,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,139,WheelchairAgent(Clone),9,11,1.3,1.17,3.313942,2,False,2,1,0.5
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,140,AdultMaleAgent(Clone),10,8,1.71,1.58,10.11885,2,False,2,0,0
2026-03-04_19.52.42,1,Random_sign_placement_scenario,1039,111,0.605,-7.239,3.681,90,15,1,141,WheelchairAgent(Clone),9,11,1.3,1.17,3.044472,2,False,2,0,0
