Timestamp,RunIndex,ScenarioID,TotalAgents,VisibleSignCount,SignHeight,SignPositionX,SignPositionZ,SignOrientation,VcaAngle,VcaDistance,SignComprehensionTime,AgentID,AgentType,StartNode,GoalNode,Height,EyeHeight,TimeInVCA,TimesInVCA,SawSign,TotalNodesNavigated,NodesWithDetection,RDEffective
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76103,AdultMaleAgent(Clone),10,12,1.71,1.58,0.3198242,2,True,3,1,0.3333333
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76104,WheelchairAgent(Clone),11,10,1.3,1.17,0.6191406,1,False,3,0,0
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76105,AdultFemaleAgent(Clone),7,11,1.58,1.450001,6.869141,1,True,2,1,0.5
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76106,WheelchairAgent(Clone),10,12,1.3,1.17,2.738281,1,False,3,0,0
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76107,AdultMaleAgent(Clone),5,10,1.71,1.58,7.345703,2,True,2,1,0.5
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76108,AdultMaleAgent(Clone),7,11,1.71,1.58,7.625977,1,True,2,1,0.5
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76109,AdultMaleAgent(Clone),5,10,1.71,1.58,6.998535,2,True,2,1,0.5
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76110,AdultMaleAgent(Clone),6,12,1.71,1.58,1.064941,2,True,2,1,0.5
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76111,WheelchairAgent(Clone),11,10,1.3,1.17,2.152832,1,False,3,0,0
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76112,AdultMaleAgent(Clone),6,12,1.71,1.58,0.3564453,1,False,2,1,0.5
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76113,WheelchairAgent(Clone),6,12,1.3,1.17,1.739258,2,True,2,1,0.5
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76114,AdultFemaleAgent(Clone),11,10,1.58,1.450001,2.824707,1,False,3,0,0
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76115,AdultFemaleAgent(Clone),10,12,1.58,1.45,3.913574,1,True,3,1,0.3333333
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76116,AdultFemaleAgent(Clone),10,12,1.58,1.45,3.483887,1,False,3,0,0
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76117,AdultFemaleAgent(Clone),10,12,1.58,1.45,4.974121,1,True,3,1,0.3333333
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76118,WheelchairAgent(Clone),5,10,1.3,1.17,6.899902,2,False,2,1,0.5
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76119,AdultMaleAgent(Clone),10,12,1.71,1.58,4.25293,1,True,3,1,0.3333333
2026-03-07_00.42.49,132,sign-optimization-horizontal-vertical_scenario,588,333,3,-7,-1,0,90,15,1,76120,WheelchairAgent(Clone),5,10,1.3,1.17,6.203613,2,True,2,1,0.5
