Timestamp,RunIndex,ScenarioID,TotalAgents,VisibleSignCount,SignHeight,SignPositionX,SignPositionZ,SignOrientation,VcaAngle,VcaDistance,SignComprehensionTime,AgentID,AgentType,StartNode,GoalNode,Height,EyeHeight,TimeInVCA,TimesInVCA,SawSign,TotalNodesNavigated,NodesWithDetection,RDEffective
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161217,WheelchairAgent(Clone),7,11,1.3,1.17,0,0,False,2,0,0
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161218,AdultMaleAgent(Clone),5,10,1.71,1.58,8.175781,1,False,2,1,0.5
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161219,AdultFemaleAgent(Clone),11,10,1.58,1.450001,11.87891,1,True,3,1,0.3333333
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161220,AdultFemaleAgent(Clone),6,12,1.58,1.45,7.865234,1,True,2,1,0.5
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161221,WheelchairAgent(Clone),7,11,1.3,1.17,0,0,False,2,0,0
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161222,WheelchairAgent(Clone),10,12,1.3,1.17,12.52148,2,True,3,1,0.3333333
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161223,AdultMaleAgent(Clone),7,11,1.71,1.58,0,0,False,2,0,0
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161224,WheelchairAgent(Clone),6,12,1.3,1.17,8.919922,1,True,2,1,0.5
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161225,AdultFemaleAgent(Clone),7,11,1.58,1.450001,0,0,False,2,0,0
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161226,AdultMaleAgent(Clone),10,12,1.71,1.58,7.302734,1,False,3,0,0
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161227,AdultFemaleAgent(Clone),11,10,1.58,1.450001,11.9668,1,True,3,1,0.3333333
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161228,WheelchairAgent(Clone),11,10,1.3,1.17,10.01953,1,False,3,1,0.3333333
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161229,AdultMaleAgent(Clone),10,12,1.71,1.58,14.50977,2,False,3,1,0.3333333
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161230,AdultFemaleAgent(Clone),10,12,1.58,1.45,9.544922,1,False,3,0,0
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161231,AdultMaleAgent(Clone),7,11,1.71,1.58,0,0,False,2,0,0
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161232,AdultMaleAgent(Clone),5,10,1.71,1.58,7.4375,1,False,2,0,0
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161233,AdultFemaleAgent(Clone),10,12,1.58,1.45,10.69727,1,False,3,1,0.3333333
2026-03-06_21.59.03,279,sign-optimization-horizontal-vertical_scenario,547,103,3,-4,7,90,90,15,1,161234,WheelchairAgent(Clone),6,12,1.3,1.17,8.943359,1,True,2,1,0.5
