Timestamp,RunIndex,ScenarioID,TotalAgents,VisibleSignCount,SignHeight,SignPositionX,SignPositionZ,SignOrientation,VcaAngle,VcaDistance,SignComprehensionTime,AgentID,AgentType,StartNode,GoalNode,Height,EyeHeight,TimeInVCA,TimesInVCA,SawSign,TotalNodesNavigated,NodesWithDetection,RDEffective
2026-03-07_10.21.04,80,sign-optimization-horizontal_scenario,469,345,3,-5,-4,0,90,15,1,36661,AdultMaleAgent(Clone),10,9,1.71,1.58,4.541504,2,True,2,1,0.5
2026-03-07_10.21.04,80,sign-optimization-horizontal_scenario,469,345,3,-5,-4,0,90,15,1,36662,WheelchairAgent(Clone),7,8,1.3,1.17,6.453613,2,True,2,1,0.5
2026-03-07_10.21.04,80,sign-optimization-horizontal_scenario,469,345,3,-5,-4,0,90,15,1,36663,WheelchairAgent(Clone),7,8,1.3,1.17,7.180664,2,True,2,1,0.5
2026-03-07_10.21.04,80,sign-optimization-horizontal_scenario,469,345,3,-5,-4,0,90,15,1,36664,WheelchairAgent(Clone),10,9,1.3,1.17,4.384277,2,True,2,1,0.5
2026-03-07_10.21.04,80,sign-optimization-horizontal_scenario,469,345,3,-5,-4,0,90,15,1,36665,AdultMaleAgent(Clone),7,8,1.71,1.58,6.572266,2,True,2,1,0.5
2026-03-07_10.21.04,80,sign-optimization-horizontal_scenario,469,345,3,-5,-4,0,90,15,1,36666,AdultFemaleAgent(Clone),9,10,1.58,1.45,1.511719,2,False,2,1,0.5
2026-03-07_10.21.04,80,sign-optimization-horizontal_scenario,469,345,3,-5,-4,0,90,15,1,36667,WheelchairAgent(Clone),9,10,1.3,1.17,2.727539,2,True,2,1,0.5
2026-03-07_10.21.04,80,sign-optimization-horizontal_scenario,469,345,3,-5,-4,0,90,15,1,36668,AdultMaleAgent(Clone),7,8,1.71,1.58,7.141113,2,True,2,1,0.5
2026-03-07_10.21.04,80,sign-optimization-horizontal_scenario,469,345,3,-5,-4,0,90,15,1,36669,WheelchairAgent(Clone),7,8,1.3,1.17,6.985352,2,True,2,1,0.5
2026-03-07_10.21.04,80,sign-optimization-horizontal_scenario,469,345,3,-5,-4,0,90,15,1,36670,AdultFemaleAgent(Clone),7,8,1.58,1.45,6.501953,2,True,2,1,0.5
2026-03-07_10.21.04,80,sign-optimization-horizontal_scenario,469,345,3,-5,-4,0,90,15,1,36671,AdultFemaleAgent(Clone),8,7,1.58,1.45,6.185547,2,True,2,1,0.5
2026-03-07_10.21.04,80,sign-optimization-horizontal_scenario,469,345,3,-5,-4,0,90,15,1,36672,AdultMaleAgent(Clone),7,8,1.71,1.58,6.921875,2,True,2,1,0.5
2026-03-07_10.21.04,80,sign-optimization-horizontal_scenario,469,345,3,-5,-4,0,90,15,1,36673,AdultFemaleAgent(Clone),8,7,1.58,1.45,7.032715,2,True,2,1,0.5
